日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index Chinese Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20220509,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3883.95,3914.11,3854.94,3877.44,-31.38,-0.80,9293.67,1717.57,300
20220510,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3820.63,3932.68,3808.57,3919.87,42.43,1.09,13641.69,2390.60,300
20220511,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3917.93,4033.30,3916.52,3976.42,56.55,1.44,16563.23,3092.95,300
20220512,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3949.95,3985.93,3935.59,3958.74,-17.68,-0.44,11337.61,2020.29,300
20220513,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3983.82,4003.85,3957.14,3988.60,29.86,0.75,10996.84,1957.27,300
20220516,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4015.00,4018.03,3947.75,3956.54,-32.06,-0.80,11242.53,1997.18,300
20220517,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3961.76,4005.89,3955.10,4005.89,49.36,1.25,10966.15,2101.18,300
20220518,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4015.01,4017.34,3964.75,3991.91,-13.99,-0.35,10807.42,2018.01,300
20220519,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3938.30,3999.60,3933.75,3999.60,7.69,0.19,11629.34,2102.07,300
20220520,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4020.82,4077.60,4020.82,4077.60,78.00,1.95,14706.92,2656.09,300
20220523,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4080.97,4080.97,4029.08,4053.98,-23.62,-0.58,13047.78,2259.82,300
20220524,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4052.87,4055.78,3959.15,3959.15,-94.83,-2.34,14555.43,2477.13,300
20220525,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3959.77,3983.62,3946.81,3983.18,24.02,0.61,10773.40,1887.01,300
20220526,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3987.68,4015.75,3938.24,3993.04,9.87,0.25,12626.37,2169.87,300
20220527,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4022.71,4051.14,3983.38,4001.30,8.25,0.21,11276.93,2069.44,300
20220530,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4020.86,4040.82,4003.38,4029.02,27.72,0.69,11115.22,2111.45,300
20220531,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4031.76,4096.20,4020.38,4091.52,62.50,1.55,13541.55,2677.70,300
20220601,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4086.62,4094.90,4058.85,4083.18,-8.34,-0.20,11485.09,2254.16,300
20220602,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4064.00,4091.15,4057.91,4089.57,6.39,0.16,11389.36,2226.58,300
20220606,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4090.53,4166.62,4063.91,4166.09,76.52,1.87,16787.10,3240.76,300
20220607,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4165.69,4198.09,4155.17,4179.13,13.04,0.31,14299.29,2857.34,300
20220608,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4187.15,4224.81,4158.03,4219.81,40.68,0.97,15737.41,3194.80,300
20220609,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4211.72,4227.45,4160.88,4175.67,-44.14,-1.05,16844.92,2851.73,300
20220610,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4145.65,4241.35,4140.22,4238.99,63.32,1.52,18479.62,3240.91,300
20220613,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4194.46,4218.23,4156.71,4189.35,-49.64,-1.17,16847.56,3365.86,300
20220614,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4143.22,4224.09,4102.93,4222.31,32.96,0.79,17138.59,3354.19,300
20220615,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4228.29,4348.42,4228.29,4278.22,55.91,1.32,25704.66,4597.67,300
20220616,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4282.08,4302.92,4241.08,4250.06,-28.16,-0.66,18407.44,3372.36,300
20220617,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4219.23,4318.77,4218.68,4309.04,58.98,1.39,15864.91,3466.76,300
20220620,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4322.83,4368.36,4297.89,4330.43,21.39,0.50,16566.64,3595.69,300
20220621,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4327.92,4357.34,4287.14,4325.57,-4.87,-0.11,16466.76,3171.63,300
20220622,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4331.90,4333.18,4269.25,4270.62,-54.94,-1.27,15856.59,2986.56,300
20220623,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4277.96,4343.88,4260.90,4343.88,73.26,1.72,17088.24,3271.45,300
20220624,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4354.55,4400.69,4346.12,4394.77,50.89,1.17,16897.22,3560.55,300
20220627,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4414.33,4472.69,4414.33,4444.26,49.49,1.13,17738.57,3814.33,300
20220628,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4442.58,4497.89,4407.35,4490.52,46.25,1.04,17475.65,3616.86,300
20220629,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4472.73,4503.13,4414.00,4421.36,-69.16,-1.54,18727.67,3959.26,300
20220630,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4418.07,4515.00,4418.07,4485.01,63.65,1.44,15666.63,3543.44,300
20220701,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4489.52,4500.99,4449.29,4466.72,-18.29,-0.41,14477.96,3184.92,300
20220704,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4447.22,4496.03,4427.82,4496.03,29.31,0.66,14634.57,3569.69,300
20220705,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4505.46,4530.32,4439.45,4489.54,-6.49,-0.14,15496.24,3618.92,300
20220706,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4475.48,4484.36,4393.42,4423.97,-65.57,-1.46,14980.02,3446.73,300
20220707,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4425.28,4457.34,4391.19,4443.47,19.50,0.44,13266.09,3281.33,300
20220708,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4468.06,4479.49,4426.89,4428.78,-14.69,-0.33,12319.57,3040.31,300
20220711,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4406.15,4406.15,4330.58,4354.62,-74.16,-1.67,13444.86,2991.95,300
20220712,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4352.65,4370.34,4296.62,4313.62,-41.00,-0.94,13018.78,2910.72,300
20220713,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4313.36,4341.47,4284.94,4321.46,7.84,0.18,13111.32,2860.76,300
20220714,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4308.82,4352.10,4292.76,4322.07,0.61,0.01,14525.09,3015.70,300
20220715,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4299.47,4344.86,4248.53,4248.53,-73.55,-1.70,15021.45,3167.93,300
20220718,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4262.15,4300.78,4217.51,4292.59,44.06,1.04,12260.12,2810.55,300
20220719,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4288.44,4288.44,4238.82,4269.34,-23.25,-0.54,10380.57,2311.18,300
20220720,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4291.28,4303.37,4269.97,4283.80,14.46,0.34,9449.01,2123.02,300
20220721,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4270.36,4283.15,4236.05,4236.06,-47.74,-1.11,11715.63,2392.28,300
20220722,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4251.79,4275.47,4207.31,4238.23,2.18,0.05,10384.06,2242.95,300
20220725,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4233.93,4234.84,4201.92,4212.64,-25.59,-0.60,8363.67,1881.36,300
20220726,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4220.09,4259.99,4214.53,4245.98,33.33,0.79,8582.33,1976.01,300
20220727,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4236.15,4242.10,4217.28,4225.04,-20.94,-0.49,7890.49,1942.45,300
20220728,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4242.27,4267.92,4223.03,4225.67,0.64,0.02,10753.19,2438.71,300
20220729,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4226.42,4243.51,4160.87,4170.10,-55.57,-1.32,11417.93,2531.99,300
20220801,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4160.65,4196.57,4129.45,4188.68,18.58,0.45,10774.90,2511.25,300
20220802,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4144.38,4144.38,4071.43,4107.02,-81.65,-1.95,14222.44,2810.14,300
20220803,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4114.83,4150.98,4058.18,4066.98,-40.05,-0.98,11666.61,2686.96,300
20220804,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4089.44,4108.16,4064.66,4101.54,34.56,0.85,8953.26,2168.99,300
20220805,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4109.63,4159.49,4097.86,4156.91,55.37,1.35,10257.10,2473.26,300
20220808,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4142.11,4155.73,4135.08,4148.07,-8.84,-0.21,9020.81,2240.81,300
20220809,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4143.67,4161.81,4131.43,4156.29,8.22,0.20,8413.70,2142.24,300
20220810,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4149.21,4160.79,4092.55,4109.74,-46.55,-1.12,8556.58,2174.47,300
20220811,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4130.74,4193.81,4116.06,4193.54,83.81,2.04,12138.51,2696.31,300
20220812,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4185.42,4202.47,4175.05,4191.15,-2.39,-0.06,10680.83,2192.08,300
20220815,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4180.00,4219.92,4174.30,4185.68,-5.47,-0.13,10589.85,2455.40,300
20220816,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4190.53,4208.80,4170.52,4177.84,-7.84,-0.19,9390.61,2338.19,300
20220817,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4182.57,4222.79,4155.17,4216.96,39.12,0.94,11286.47,2520.44,300
20220818,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4205.79,4211.91,4173.54,4180.10,-36.86,-0.87,10105.27,2331.15,300
20220819,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4174.55,4185.66,4151.07,4151.07,-29.03,-0.69,11740.30,2624.94,300
20220822,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4135.16,4183.65,4134.20,4181.40,30.32,0.73,11244.27,2597.47,300
20220823,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4175.53,4187.39,4147.41,4161.08,-20.31,-0.49,10315.35,2391.01,300
20220824,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4168.58,4174.16,4079.09,4082.42,-78.66,-1.89,11906.97,2628.44,300
20220825,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4093.29,4119.62,4058.75,4116.24,33.82,0.83,11132.07,2421.50,300
20220826,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4127.81,4139.79,4102.68,4107.55,-8.69,-0.21,9900.05,2255.19,300
20220829,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4063.88,4092.95,4059.60,4089.52,-18.03,-0.44,9435.44,2030.86,300
20220830,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4088.53,4093.14,4048.52,4075.79,-13.73,-0.34,9330.17,1926.49,300
20220831,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4057.14,4112.85,4046.62,4078.84,3.05,0.07,13244.98,2929.75,300
20220901,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4066.19,4090.89,4041.13,4043.74,-35.10,-0.86,9738.71,2108.99,300
20220902,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4054.84,4056.18,4004.91,4023.61,-20.13,-0.50,8678.93,1844.68,300
20220905,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4010.41,4017.00,3982.74,4015.43,-8.19,-0.20,9376.71,2011.19,300
20220906,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4024.47,4054.00,4009.58,4052.28,36.85,0.92,11350.63,2359.22,300
20220907,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4032.72,4067.54,4028.37,4054.98,2.70,0.07,10767.81,2151.47,300
20220908,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4059.17,4067.76,4036.02,4037.68,-17.30,-0.43,10088.60,1868.89,300
20220909,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4050.59,4099.01,4042.25,4093.79,56.10,1.39,11842.71,2214.43,300
20220913,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4112.01,4128.11,4097.14,4111.11,17.33,0.42,11178.97,2185.21,300
20220914,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4058.04,4089.06,4047.92,4065.36,-45.76,-1.11,9079.37,1854.85,300
20220915,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4078.65,4088.81,3998.86,4027.12,-38.24,-0.94,12395.12,2543.67,300
20220916,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4013.58,4019.41,3932.68,3932.68,-94.44,-2.35,13719.37,2412.52,300
20220919,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3928.42,3953.65,3910.31,3928.00,-4.68,-0.12,9771.96,1835.74,300
20220920,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3945.65,3957.55,3921.69,3932.84,4.84,0.12,8482.41,1792.48,300
20220921,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3921.32,3924.39,3884.23,3903.73,-29.10,-0.74,8645.84,1689.39,300
20220922,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3875.18,3900.27,3860.23,3869.34,-34.39,-0.88,8094.69,1611.34,300
20220923,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3865.10,3888.40,3829.69,3856.02,-13.32,-0.34,9434.25,1729.05,300
20220926,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3829.60,3893.32,3827.95,3836.68,-19.34,-0.50,10452.60,1929.06,300
20220927,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3844.07,3893.03,3827.93,3892.30,55.62,1.45,8886.02,1859.55,300
20220928,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3879.44,3879.44,3828.05,3828.71,-63.59,-1.63,8659.22,1724.38,300
20220929,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3864.32,3873.18,3808.65,3827.14,-1.57,-0.04,8565.41,1716.36,300
20220930,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3833.35,3848.60,3801.28,3804.89,-22.26,-0.58,7856.00,1586.93,300
20221010,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3806.56,3807.46,3715.71,3720.94,-83.95,-2.21,10264.76,1946.36,300
20221011,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3732.02,3739.81,3706.06,3727.69,6.75,0.18,8394.46,1668.00,300
20221012,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3722.87,3784.31,3661.53,3784.31,56.62,1.52,10808.93,2109.31,300
20221013,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3756.42,3783.60,3749.64,3752.67,-31.63,-0.84,9901.89,1983.69,300
20221014,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3783.32,3863.23,3780.84,3842.47,89.80,2.39,11624.23,2565.51,300
20221017,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3822.24,3849.62,3809.12,3846.41,3.94,0.10,10419.20,2204.89,300
20221018,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3865.83,3870.22,3831.17,3838.27,-8.15,-0.21,8834.69,1865.56,300
20221019,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3827.47,3840.49,3776.53,3776.53,-61.73,-1.61,8157.48,1867.36,300
20221020,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3746.58,3804.25,3726.79,3754.93,-21.61,-0.57,9029.09,2037.82,300
20221021,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3753.89,3768.69,3724.69,3742.89,-12.03,-0.32,9875.00,1806.86,300
20221024,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3727.92,3762.16,3619.99,3633.37,-109.52,-2.93,13005.69,2594.51,300
20221025,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3621.94,3670.73,3594.70,3627.45,-5.92,-0.16,11095.39,2193.03,300
20221026,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3633.31,3700.88,3633.31,3656.90,29.45,0.81,12130.15,2424.54,300
20221027,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3667.66,3685.08,3631.06,3631.14,-25.76,-0.70,11799.87,2574.73,300
20221028,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3605.16,3618.86,3533.50,3541.33,-89.82,-2.47,11877.22,2458.16,300
20221031,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3504.51,3553.39,3495.95,3508.70,-32.63,-0.92,13846.57,2565.75,300
20221101,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3519.82,3634.17,3517.62,3634.17,125.47,3.58,14928.67,2950.90,300
20221102,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3620.37,3703.47,3610.80,3677.81,43.63,1.20,14159.29,2916.48,300
20221103,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3645.06,3670.16,3628.50,3647.90,-29.91,-0.81,11056.60,2153.79,300
20221104,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3646.77,3782.88,3646.77,3767.17,119.28,3.27,14973.49,3111.45,300
20221107,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3754.52,3792.79,3746.37,3775.30,8.12,0.22,12982.64,2511.96,300
20221108,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3773.66,3779.12,3723.34,3749.33,-25.97,-0.69,9901.65,1933.51,300
20221109,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3750.78,3760.41,3711.27,3714.27,-35.05,-0.93,8943.45,1720.30,300
20221110,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3685.83,3701.53,3665.06,3685.69,-28.58,-0.77,10350.93,1831.55,300
20221111,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3787.76,3828.90,3747.09,3788.44,102.75,2.79,18968.56,3444.71,300
20221114,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3818.14,3848.41,3781.78,3794.02,5.58,0.15,16966.50,3155.37,300
20221115,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3788.93,3871.64,3775.50,3865.97,71.96,1.90,15151.57,2962.68,300
20221116,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3860.81,3877.68,3829.31,3834.39,-31.58,-0.82,12061.10,2358.45,300
20221117,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3821.27,3821.74,3776.57,3818.66,-15.73,-0.41,10594.06,2195.41,300
20221118,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3823.82,3840.30,3801.57,3801.57,-17.10,-0.45,11507.88,2242.76,300
20221121,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3769.63,3769.87,3734.00,3769.13,-32.44,-0.85,9586.70,1882.30,300
20221122,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3766.08,3809.86,3751.04,3769.57,0.45,0.01,14448.63,2034.91,300
20221123,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3760.22,3791.18,3753.21,3773.53,3.96,0.10,14452.79,2010.71,300
20221124,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3791.54,3804.90,3751.38,3756.81,-16.72,-0.44,10107.34,1606.99,300
20221125,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3751.28,3790.57,3743.41,3775.78,18.97,0.50,14292.97,1917.11,300
20221128,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3701.90,3736.08,3672.13,3733.24,-42.53,-1.13,12782.57,1963.06,300
20221129,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3766.57,3854.77,3766.57,3848.42,115.18,3.09,17870.14,2890.62,300
20221130,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3836.56,3867.66,3833.83,3853.04,4.61,0.12,15751.14,2500.51,300
20221201,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3921.30,3944.56,3893.87,3894.77,41.73,1.08,16996.46,3066.78,300
20221202,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3886.40,3898.11,3865.88,3870.95,-23.82,-0.61,11678.64,2012.53,300
20221205,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3907.64,3947.48,3900.67,3946.88,75.93,1.96,20174.72,2966.16,300
20221206,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3929.01,3988.90,3923.00,3968.20,21.32,0.54,15510.83,2755.83,300
20221207,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3956.67,3999.59,3944.18,3958.44,-9.76,-0.25,14300.14,2554.91,300
20221208,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3953.20,3971.49,3941.30,3959.18,0.74,0.02,11520.00,1980.38,300
20221209,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3961.99,4003.32,3944.44,3998.24,39.06,0.99,15377.50,2681.67,300
20221212,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3976.17,3983.43,3950.32,3953.44,-44.80,-1.12,12593.54,2276.06,300
20221213,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3953.55,3964.40,3939.98,3945.68,-7.76,-0.20,10099.41,1840.21,300
20221214,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3952.79,3972.74,3935.77,3954.89,9.20,0.23,9852.80,1961.75,300
20221215,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3954.67,3963.50,3926.50,3951.99,-2.90,-0.07,8886.47,1819.95,300
20221216,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3931.23,3960.47,3929.49,3954.23,2.24,0.06,9317.86,1674.88,300
20221219,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3952.77,3966.57,3878.44,3893.22,-61.01,-1.54,10691.91,1808.01,300
20221220,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3881.23,3881.27,3811.48,3829.02,-64.20,-1.65,8309.68,1640.46,300
20221221,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3839.00,3853.73,3821.40,3830.54,1.52,0.04,6483.92,1234.50,300
20221222,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3859.20,3882.13,3821.34,3836.03,5.49,0.14,8370.52,1639.70,300
20221223,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3811.62,3848.34,3805.95,3828.22,-7.81,-0.20,6527.81,1305.59,300
20221226,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3830.57,3856.81,3827.52,3843.49,15.27,0.40,7300.57,1486.93,300
20221227,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3860.91,3891.85,3856.58,3887.85,44.37,1.15,7751.54,1520.32,300
20221228,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3874.91,3884.72,3854.94,3871.26,-16.59,-0.43,8442.47,1606.71,300
20221229,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3854.24,3868.29,3838.48,3856.70,-14.56,-0.38,7939.48,1490.11,300
20221230,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3873.94,3887.55,3868.76,3871.63,14.93,0.39,7877.33,1482.95,300
20230103,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3864.84,3893.99,3831.25,3887.90,16.27,0.42,11505.19,2075.40,300
20230104,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3886.25,3905.90,3873.65,3892.95,5.05,0.13,11066.07,1989.98,300
20230105,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3913.49,3974.88,3912.26,3968.58,75.63,1.94,11650.24,2563.13,300
20230106,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3969.55,4000.41,3966.47,3980.89,12.31,0.31,11095.30,2357.44,300
20230109,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3998.53,4023.09,3990.71,4013.12,32.23,0.81,11705.44,2332.12,300
20230110,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4014.71,4030.46,4002.23,4017.47,4.35,0.11,10175.11,2148.71,300
20230111,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4019.88,4043.40,4008.02,4010.03,-7.44,-0.19,9999.79,2030.00,300
20230112,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4021.75,4030.29,4003.51,4017.87,7.84,0.20,9055.26,1836.86,300
20230113,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4032.29,4074.38,4027.89,4074.38,56.51,1.41,9587.19,2121.74,300
20230116,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4077.88,4177.10,4076.64,4137.96,63.59,1.56,15139.55,3190.08,300
20230117,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4138.84,4148.58,4118.16,4137.24,-0.72,-0.02,9547.90,2043.82,300
20230118,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4140.10,4151.46,4125.77,4130.31,-6.93,-0.17,8420.06,1721.26,300
20230119,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4125.58,4156.01,4105.98,4156.01,25.69,0.62,9460.84,1927.00,300
20230120,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4166.84,4189.83,4161.67,4181.53,25.52,0.61,12355.38,2223.42,300
20230130,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4267.62,4268.15,4197.86,4201.35,19.82,0.47,16460.71,3301.93,300
20230131,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4200.58,4212.73,4153.05,4156.86,-44.49,-1.06,12455.08,2493.65,300
20230201,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4170.13,4195.93,4137.77,4195.93,39.08,0.94,14100.90,2655.54,300
20230202,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4207.41,4207.41,4170.56,4181.15,-14.78,-0.35,13382.37,2624.97,300
20230203,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4162.03,4162.03,4103.17,4141.63,-39.52,-0.95,11704.12,2269.15,300
20230206,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4103.83,4105.94,4065.22,4086.88,-54.75,-1.32,11019.27,2263.45,300
20230207,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4098.31,4107.34,4077.96,4094.23,7.36,0.18,9136.01,1835.37,300
